id,name_s,txt_t
jrc32002D0262-en,2002/262/ECECSCEuratom: Decision of the European Parliament of 14 March 2002 amending Decision 94/262/ECSC EC Euratom on the regulations and general conditions governing the performance of the Ombudsman's duties,"Decision of the European Parliament.  of 14 March 2002.  amending Decision 94262ECSC EC Euratom on the regulations and general conditions governing the performance of the Ombudsman's duties.  2002262EC ECSC Euratom.  THE EUROPEAN PARLIAMENT Having regard to the Treaty establishing the European Community and in particular Article 1952 thereof Having regard to the Treaty establishing the European Coal and Steel Community and in particular Article 20 D4 thereof Having regard to the Treaty establishing the European Atomic Energy Community and in particular Article 107 D4 thereof Having regard to the European Parliament resolution of 17 November 2000 on the modification of the European Parliament's decision of 9 March 1994 on the regulations and general conditions governing the performance of the Ombudsman's duties1 Having regard to the opinion of the Commission With the approval of the Council Whereas 1 Pursuant to Article 22 paragraph 5 of the Financial Regulation of 21 December 1977 applicable to the general budget of the European Communities2 the Ombudsman is treated as an institution for the purposes of that Regulation.  2 Council Regulation EC ECSC Euratom No 26731999 amending the Financial Regulation created a specific section for the Ombudsman in the general budget of the European Union and amended the provisions of the Financial Regulation relative thereto accordingly.  3 It is therefore necessary to amend European Parliament Decision 94262ECSC EC Euratom of 9 March 1994 on the regulations and general conditions governing the performance of the Ombudsman's duties3 since it provides for the budget of the Ombudsman to be placed in an annex to Section I Parliament of the general budget of the European Communities.  4 Articles 12 and 16 of that decision must therefore be deleted.  HEREBY DECIDES Article 1.  Articles 12 and 16 of decision 94262ECSC EC Euratom shall be deleted.  Article 2.  This decision shall be published in the Official Journal of the European Communities.  Article 3.  This decision shall take effect on the date of its publication.  It shall be applicable with effect from 1 January 2000.   "
jrc32002D0274-en,2002/274/EC: Council Decision of 25 March 2002 concluding consultations with Liberia under Articles 96 and 97 of the ACP-EC Partnership Agreement,"Council Decision.  of 25 March 2002.  concluding consultations with Liberia under Articles 96 and 97 of the ACP-EC Partnership Agreement.  2002274EC.  THE COUNCIL OF THE EUROPEAN UNION Having regard to the Treaty establishing the European Community and in particular the second subparagraph of Article 3002 thereof Having regard to the internal agreement on measures to be taken and procedures to be followed for the implementation of the ACP-EC Partnership Agreement1 as put into provisional application by the decision of the representatives of the Governments of the Member States of 18 September 2000 and in particular Article 3 thereof Having regard to the proposal from the Commission Whereas 1 The Government of Liberia has acted on a number of occasions in ways that amount to a failure to fulfil its obligations stemming from the essential elements of Article 9 of the ACP-EC Partnership Agreement.  It has also acted in violation of good governance requirements as serious cases of corruption can be identified.  2 Consultations under Articles 96 and 97 of the ACP-EC Partnership Agreement were held on 9 November 2001 with Liberia at which the Liberian authorities explained their point of view and made specific commitments particularly as regards the human rights situation democratic principles the rule of law and good governance.  3 Some positive steps have recently been taken to meet these commitments.  Nevertheless more substantial action to address all the commitments and to uphold the situation in a sustainable manner still needs to be undertaken HAS DECIDED AS FOLLOWS Article 1.  Consultations with Liberia under Articles 96 and 97 of the ACP-EC Partnership Agreement are hereby concluded.  Article 2.  The measures specified in the annexed draft letter are hereby adopted as appropriate measures within the meaning of Article 962c and of Article 973 of the ACP-EC Partnership Agreement.  These measures will expire two years after the date on which the Council adopts this Decision.  Article 3.  This Decision takes effect on the day of its adoption.  Article 4.  This Decision shall be published in the Official Journal of the European Communities.   "
jrc32002D0337-en,2002/337/EC: Commission Decision of 25 April 2002 amending Decision 94/278/EC as regards imports of honey Text with EEA relevance notified under document number C2002 1523,"Commission Decision.  of 25 April 2002.  amending Decision 94278EC as regards imports of honey.  notified under document number C2002 1523.  Text with EEA relevance.  2002337EC.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Directive 92118EEC of 17 December 1992 laying down animal health and public health requirements governing trade in and imports into the Community of products not subject to the said requirements laid down in specific Community rules referred to in Annex AI to Directive 89662EEC and as regards pathogens to Directive 90425EEC1 as last amended by Commission Decision 1999724EC2 and in particular Article 102a thereof Whereas 1 Commission Decision 94278EC of 18 March 1994 drawing up a list of third countries from which Member States authorise imports of certain products subject to Council Directive 92118EEC3 as last amended by Decision 2001700EC4 specifies from which third countries Member States shall authorise imports of honey.  2 Tanzania has provided the Commission with the necessary guarantees with regard to the monitoring of residues and contaminants covered by Council Directive 9623EC of 29 April 1996 on measures to monitor certain substances and residues thereof in live animals and animal products and repealing Directives 85358EEC and 86469EEC and Decisions 89187EEC and 91664EEC5 and was given provisional approval under Commission Decision 2000159EC of 8 February 2000 on the provisional approval of residue plans of third countries according to Council Directive 9623EC6 as last amended by Decision 3362002EC7.  Tanzania should therefore be included in the list contained in the Annex to Decision 94278EC.  3 As a result of Commission Decision 200269EC of 30 January 2002 concerning certain protective measures with regard to the products of animal origin imported from China8 China should be removed from the list contained in the Annex to Decision 94278EC.  4 Decision 94278EC should therefore be amended accordingly.  5 The measures provided for in this Decision are in accordance with the opinion of the Standing Committee on the Food Chain and Animal Health HAS ADOPTED THIS DECISION Article 1.  The Annex to Decision 94278EC is amended in accordance with the Annex to this Decision.  Article 2.  This Decision is addressed to the Member States.   "
jrc32002D0341-en,2002/341/EC: Commission Decision of 3 May 2002 amending Decision 2001/296/EC as regards the list of approved laboratories for checking the effectiveness of vaccination against rabies in certain domestic carnivores Text with EEA relevance notified under document number C2002 1584,"Commission Decision.  of 3 May 2002.  amending Decision 2001296EC as regards the list of approved laboratories for checking the effectiveness of vaccination against rabies in certain domestic carnivores.  notified under document number C2002 1584.  Text with EEA relevance.  2002341EC.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Decision 2000258EC of 20 March 2000 designating a specific institute responsible for establishing the criteria necessary for standardising the serological tests to monitor the effectiveness of rabies vaccines1 and in particular Article 3 thereof Whereas 1 Council Directive 9265EEC of 13 July 1992 laying down animal health requirements governing trade in and imports into the Community of animals semen ova and embryos not subject to animal health requirements laid down in specific Community rules referred to in Annex AI to Directive 90425EEC2 as last amended by Commission Decision 2001298EC3 provides for an alternative system to quarantine for the entry of certain domestic carnivores into the territory of certain Member States free from rabies.  That system requires checks performed by officially approved laboratories on the effectiveness of the vaccination by titration of antibodies.  2 Pursuant to Decision 2000258EC the AFSSA Laboratory Nancy France was designated as the institute responsible for the proficiency tests necessary to the approval of the laboratories willing to perform these checks.  3 Commission Decision 2001296EC of 29 March 2001 authorising laboratories to check the effectiveness of vaccination against rabies in certain domestic carnivores4 as amended by Decision 2001808EC5 established a list of approved laboratories in the Member States.  4 Following the request of Germany France and Italy and on the basis of the favourable result of the proficiency test performed by the AFSSA Laboratory Nancy it is appropriate to add new laboratories to the list for those three Member States.  5 The measures provided for in this Decision are in accordance with the opinion of the Standing Committee on the Food Chain and Animal Health HAS ADOPTED THIS DECISION Article 1.  The Annex to Decision 2001296EC is amended as set out in the Annex to this Decision.  Article 2.  This Decision is addressed to the Member States.   "
jrc32002D0350-en,2002/350/EC: Commission Decision of 3April 2002 amending Decision 2001/781/EC adopting a manual of receiving agencies and a glossary of documents that may be served under Council Regulation EC No1348/2000 on the service in the Member States of judicial and extrajudicial documents in civil or commercial matters Notified under document number C2002 1132,"Commission Decision.  of 3 April 2002.  amending Decision 2001781EC adopting a manual of receiving agencies and a glossary of documents that may be served under Council Regulation EC No 13482000 on the service in the Member States of judicial and extrajudicial documents in civil or commercial matters.  Notified under document number C2002 1132.  2002350EC.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 13482000 of 29 May 2000 on the service in the Member States of judicial and extrajudicial documents in civil or commercial matters1 and in particular points a and b of Article 17 thereof Whereas 1 In order to implement Regulation EC No 13482000 it was necessary to draw up and publish a manual containing information about the receiving agencies provided for in Article 2 of that Regulation.  2 Point b of Article 17 of Regulation EC No 13482000 also provides for a glossary to be drawn up in the official languages of the European Union of documents that may be served on the basis of the Regulation.  3 In accordance with Regulation EC No 13482000 Commission Decision 2001781EC of 25 September 2001 adopting a manual of receiving agencies and a glossary of documents that may be served under Council Regulation EC No 13482000 on the service in the Member States of judicial and extrajudicial documents in civil or commercial matters2 has been published in the Official Journal of the European Communities.  4 The manual and the glossary need to be amplified by the information sent to the Commission by Germany.  5 The measures provided for in this Decision are in accordance with the opinion of the committee established by Article 18 of Regulation EC No 13482000 HAS ADOPTED THIS DECISION Article 1.  Annex I to Decision 2001781EC manual referred to in point a of Article 17 of Regulation EC No 13482000 is amended in accordance with Annex I to this Decision.  Article 2.  Annex II to Decision 2001781EC glossary referred to in point b of Article 17 of Regulation EC No 13482000 is amended in accordance with Annex II to this Decision.  This Decision is addressed to the Member States.   "
jrc32001R2015-en,Commission Regulation EC No 2015/2001 of 12 October 2001 amending Regulation EC No 2235/2000 as regards the period of application of certain provisions of Regulations EC No 1839/95 and EC No 1249/96,"Commission Regulation EC No 20152001.  of 12 October 2001.  amending Regulation EC No 22352000 as regards the period of application of certain provisions of Regulations EC No 183995 and EC No 124996.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EEC No 176692 of 30 June 1992 on the common organisation of the market in cereals1 as last amended by Regulation EC No 166620002 and in particular Article 104 and Article 121 thereof Whereas 1 Commission Regulation EC No 183995 of 26 July 1995 laying down detailed rules for the application of tariff quotas for imports of maize and sorghum into Spain and imports of maize into Portugal3 as last amended by Regulation EC No 223520004 lays down provisions on the administration of the imports concerned.  2 Article 25 of Commission Regulation EC No 124996 of 28 June 1996 on rules of application cereal sector import duties for Council Regulation EEC No 1766925 as last amended by Regulation EC No 22352000 provides on certain conditions for a reduction of EUR 24 per tonne in the import duty on flint maize.  In view of the movement of the price for flint maize on the world market Regulation EC No 22352000 increases the reduction in the duty originally provided for by Regulation EC No 124996.  The level of the securities provided for by Regulation EC No 124996 was adjusted accordingly.  3 The measures provided for by Regulation EC No 22352000 were adopted for a trial period of one year with a view to resolving the problems encountered in administering the quotas referred to in Regulation EC No 183995.  Given that those problems have been resolved to the satisfaction of the various parties involved during the trial period the provisions of Regulation EC No 22352000 should be applied on a permanent basis.  4 The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Cereals HAS ADOPTED THIS REGULATION Article 1.  The second paragraph of Article 3 of Regulation EC No 22352000 is deleted.  Article 2.  This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc32001R2020-en,Commission Regulation EC No 2020/2001 of 15 October 2001 on the nomenclature of countries and territories for the external trade statistics of the Community and statistics of trade between Member States Text with EEA relevance,"Commission Regulation EC No 20202001.  of 15 October 2001.  on the nomenclature of countries and territories for the external trade statistics of the Community and statistics of trade between Member States.  Text with EEA relevance.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 117295 of 22 May 1995 relating to the trading of goods by the Community and its Member States with non-member countries1 as last amended by Commission Regulation EC No 191720002 and in particular Article 9 thereof Whereas 1 In accordance with Article 9 of Regulation EC No 117295 the introduction of the nomenclature of countries and territories is the responsibility of the Commission.  2 The version thereof valid as at 1 January 2001 was set out in the Annex to Commission Regulation EC No 203220003.  3 The alphabetical coding of countries and territories is based on the ISO alpha 2 standard into force as far as it is compatible with the requirements of Community legislation.  moreover it is preferable to have a transition period allowing Member States to adapt to the amendments made.  it is essential for purposes of simplification for this transition period to end when the provisions revising the rules on the Single Administrative Document come into force.  4 The measures provided for in this Regulation are in accordance with the opinion of the Committee on Statistics relating to the Trading of Goods with Non-member Countries HAS ADOPTED THIS REGULATION Article 1.  The version valid as of 1 January 2002 of the nomenclature of countries and territories for the external trade statistics of the Community and statistics of trade between Member States is set out in the Annex hereto.  Article 2.  This Regulation shall enter into force on 1 January 2002.  However the Member States may use the three-digit numeric codes also shown in the Annex to this Regulation until the provisions revising Annexes 37 and 38 of Commission Regulation EEC No 2454934 come into force.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc32001R1609-en,Commission Regulation EC No 1609/2001 of 6 August 2001 amending Regulation EC No 1622/2000 laying down certain detailed rules for implementing Council Regulation EC No 1493/1999 on the common organisation of the market in wine and establishing a Community code of oenological practices and processes as regards the methods of analysis,"Commission Regulation EC No 16092001.  of 6 August 2001.  amending Regulation EC No 16222000 laying down certain detailed rules for implementing Council Regulation EC No 14931999 on the common organisation of the market in wine and establishing a Community code of oenological practices and processes as regards the methods of analysis.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 14931999 of 17 May 1999 on the common organisation of the market in wine1 as last amended by Regulation EC No 282620002 and in particular Article 46 thereof Whereas 1 Commission Regulation EC No 162220003 as last amended by Regulation EC No 88520014 maintains in force Commission Regulation EEC No 267690 of 17 September 1990 determining Community methods for the analysis of wines5 as last amended by Regulation EC No 76119996 with the exception of the usual methods which will no longer be described from 1 August 2001.  2 Several of the usual methods of analysis are normally used by the control laboratories of the Member States and their precision and accuracy established through collaborative analytical studies appear to be the same as those of the reference methods of analysis in Regulation EEC No 267690.  Furthermore the International Vine and Wine Office has organised a validation study of some of these methods with a view to their recognition as reference methods.  This review of the validity of the usual methods will require a further two years of study during which time it is advisable that the methods remain as described in Regulation EEC No 267690.  3 Regulation EC No 16222000 should therefore be amended so that the repeal of the usual methods described in the Annex to Regulation EEC No 267690 is postponed for two years.  4 The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Wine HAS ADOPTED THIS REGULATION Article 1.  The date of 1 August 2001 in Article 44 of Regulation EC No 16222000 is replaced by 1 August 2003.  Article 2.  This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities.  It shall apply from 1 August 2001.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc32001R2022-en,Commission Regulation EC No 2022/2001 of 15 October 2001 amending Regulation EC No 1623/2000 laying down detailed rules for implementing Council Regulation EC No 1493/1999 on the common organisation of the market in wine with regard to market mechanisms,"Commission Regulation EC No 20222001.  of 15 October 2001.  amending Regulation EC No 16232000 laying down detailed rules for implementing Council Regulation EC No 14931999 on the common organisation of the market in wine with regard to market mechanisms.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 14931999 of 17 May 1999 on the common organisation of the market in wine1 as last amended by Regulation EC No 282620002 and in particular Article 33 thereof Whereas 1 Article 63 of Commission Regulation EC No 16232000 of 25 July 2000 laying down detailed rules for implementing Council Regulation EC No 14931999 on the common organisation of the market in wine with regard to market mechanisms3 as last amended by Regulation EC No 166020014 provide for the introduction of an aid scheme for the distillation of potable alcohol from wine.  That scheme was first introduced for the 200001 wine year.  Changes are required in line with experience gained in the first year of application.  In particular to ensure a more stable procedure over the course of the year distillation should be opened in several separate tranches.  2 The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Wine HAS ADOPTED THIS REGULATION Article 1.  The following subparagraph is added to paragraph 1 of Article 63 of Regulation EC No 16232000 For the 200102 wine year distillation shall be opened for the period 16 October to 15 November.  The maximum quantity for which the contracts or declarations referred to in Article 65 may be concluded is 7 million hl.  The Commission shall subsequently open additional quantities during one or more periods to be defined in accordance with the procedure laid down in Article 75 of Regulation EC No 14931999. .  Article 2.  This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc32001R1638-en,Commission Regulation EC No 1638/2001 of 24 July 2001 amending Council Regulation EC No 2597/95 on the submission of nominal catch statistics by Member States fishing in certain areas other than those of the North Atlantic,"Commission Regulation EC No 16382001.  of 24 July 2001.  amending Council Regulation EC No 259795 on the submission of nominal catch statistics by Member States fishing in certain areas other than those of the North Atlantic.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Regulation EC No 259795 of 23 October 1995 on the submission of nominal catch statistics by Member States fishing in certain areas other than those of the North Atlantic1 and in particular Articles 25 and 4 thereof Whereas 1 The ninth meeting of the Conference of Parties of the Convention on International Trade in Endangered Species CITES in 1994 requested the monitoring of catch and trade data on elasmobranch fish species sharks skates and rays be undertaken by the Food and Agriculture Organisation of the United Nations FAO and by regional fishery agencies.  2 The FAO in collaboration with the appropriate regional fishery agencies has established a list of elasmobranch species for which catch statistics should be collected on the Statlant system of questionnaires.  3 Article 4 of Regulation EC No 259795 provides that Member States with the prior approval of Eurostat may submit data in a different form or through a different medium from that laid down in Annex 5 to the Regulation.  4 Several Member States have requested submission of data in a different form or through a different medium from that specified in Annex 5 to Regulation EC No 259795 the equivalent of the abovementioned Statlant questionnaires.  5 The measures provided for in this Regulation are in accordance with the opinion of the Standing Committee for Agricultural Statistics set up by Council Decision 72279EEC2 HAS ADOPTED THIS REGULATION Article 1.  Annex 4 to Regulation EC No 259795 shall be replaced by Annex I to this Regulation.  Article 2.  Member States may submit data following that of the format detailed in Annex II to this Regulation.  Article 3.  This Regulation shall enter into force on the 20th day following that of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc32001R1726-en,Regulation EC No 1726/2001 of the European Parliament and of the Council of 23 July 2001 amending Article 21 of Council Regulation EC No 1292/96 on food-aid policy and food-aid management and special operations in support of food security,"Regulation EC No 17262001 of the European Parliament and of the Council.  of 23 July 2001.  amending Article 21 of Council Regulation EC No 129296 on food-aid policy and food-aid management and special operations in support of food security.  THE EUROPEAN PARLIAMENT AND THE COUNCIL OF THE EUROPEAN UNION Having regard to the Treaty establishing the European Community and in particular Article 179 thereof Having regard to the proposal from the Commission1 Acting in accordance with the procedure laid down in Article 251 of the Treaty2 Whereas 1 The Community and its Member States take part in a number of international agreements relating to food-aid policy food-aid management and special operations in support of food security among them the Food Aid Convention 1999.  2 That Convention was approved by Council Decision 2000421EC of 13 June 2000 on the conclusion on behalf of the European Community of the Food Aid Convention 19993.  3 It is necessary that Article 21 of Council Regulation EC No 1292964 be adapted substantively in line with Articles III and IV of the Food Aid Convention 1999 HAVE ADOPTED THIS REGULATION Article 1.  Article 21 of Regulation EC No 129296 is amended as follows Article 21.  1.  The Council acting by a qualified majority on a proposal from the Commission and after consulting the European Parliament shall determine the Community share of the overall amount of aid either in tonnes of wheat equivalent or in value or in a combination of tonnage and value laid down in the Food Aid Convention as the total contribution of both the Community and its Member States.  2.  The Commission shall coordinate the operations of the Community and the Member States as regards the supply of aid under the Food Aid Convention and shall ensure that the total contribution by the Community and its Member States is at least as high as the commitment provided for in the said Convention. .  Article 2.  This Regulation shall enter into force on the day following that of its publication in the Official Journal of the European Communities.  This Regulation shall be binding in its entirety and directly applicable in all Member States.   "
jrc32002D0111-en,2002/111/EC: Commission Decision of 11 February 2002 amending Directive 92/33/EEC to extend the derogation relating to import conditions for vegetable propagating and planting material from third countries Text with EEA relevance notified under document number C2002 427,"Commission Decision.  of 11 February 2002.  amending Directive 9233EEC to extend the derogation relating to import conditions for vegetable propagating and planting material from third countries.  notified under document number C2002 427.  Text with EEA relevance.  2002111EC.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Directive 9233EEC of 28 April 1992 on the marketing of vegetable propagating and planting material other than seed1 as last amended by Commission Decision 199929EC2 and in particular Article 162 second subparagraph thereof Whereas 1 The Commission is required pursuant to Article 161 of Directive 9233EEC to decide whether vegetable propagating and planting material other than seed produced in a third country and affording the same guarantees as regards obligations on the supplier identity characteristics plant health growing medium packaging inspection arrangements marking and sealing is equivalent in all these respects to vegetable propagating and planting material other than seed produced in the Community and complying with the requirements and conditions of that Directive.  2 However the information presently available on the conditions applying in third countries is still not sufficient to enable the Commission to adopt any such decision in respect of any third country at this stage.  3 In order to prevent trade patterns from being disrupted Member States importing vegetable propagating and planting material other than seed from third countries should be allowed to continue to apply to such products conditions equivalent to those applicable to similar Community products in accordance with Article 162 of Directive 9233EEC.  4 The period of application of the derogation provided for to in Article 162 first subparagraph of Directive 9233EEC which was extended until 31 December 2001 by Decision 199929EC should accordingly be further extended.  5 The measures provided for in this Decision are in accordance with the opinion of the Standing Committee on Seeds and Propagating Materials for Agriculture Horticulture and Forestry HAS ADOPTED THIS DECISION Article 1.  In the first subparagraph of Article 162 of Directive 9233EEC the date 31 December 2001 is replaced by 31 December 2004.  Article 2.  This Decision is addressed to the Member States.   "
jrc32002D0148-en,2002/148/EC: Council Decision of 18 February 2002 concluding consultations with Zimbabwe under Article 96 of the ACP-EC Partnership Agreement,"Council Decision.  of 18 February 2002.  concluding consultations with Zimbabwe under Article 96 of the ACP-EC Partnership Agreement.  2002148EC.  THE COUNCIL OF THE EUROPEAN UNION Having regard to the Treaty establishing the European Community and in particular Article 3002 second subparagraph thereof Having regard to the Internal Agreement on measures to be taken and procedures to be followed for the implementation of the ACP-EC Partnership Agreement signed in Cotonou on 23 June 20001 as put into provisional application by Decision of the Representatives of the Governments of the Member States of 18 September 2000 and in particular Article 3 thereof Having regard to the proposal from the Commission Whereas 1 The essential elements cited in Article 9 of the ACP-EC Partnership Agreement have been violated by the Government of Zimbabwe.  2 Consultations under Article 96 of the ACP-EC Partnership Agreement were held on 11 January 2002 with Zimbabwe at which the Zimbabwean authorities explained their point of view and made specific commitments that are still insufficient as regards ending violence the holding of free and fair presidential elections on 9 and 10 March 2002 in particular allowing access for international election observers and for the media.  3 Recent events in Zimbabwe's political development have been taken into consideration as well as the fact that certain important measures concerning the essential elements of the ACP-EC Partnership Agreement have still not been adequately implemented.  Restrictive legislation which has been recently adopted and the escalation of violence and intimidation of political opponents seriously undermine the freedom of expression of association and of peaceful assembly in Zimbabwe HAS DECIDED AS FOLLOWS Article 1.  Consultations with the Republic of Zimbabwe under Article 962c of the ACP-EC Partnership Agreement are hereby concluded.  Article 2.  The measures specified in the annexed letter are hereby adopted as appropriate measures within the meaning of Article 962c of the ACP-EC Partnership Agreement.  These measures shall be revoked once conditions prevail which ensure respect for human rights democratic principles and the rule of law.  These measures shall apply for a period of twelve months.  They shall be reviewed within six months.  Article 3.  This Decision shall enter into force on the day of its publication in the Official Journal of the European Communities.   "
jrc32002D0003-en,2002/3/EC: Commission Decision of 28 December 2001 amending Decision 97/232/EC drawing up lists of third countries from which the Member States authorise imports of sheep and goats Text with EEA relevance notified under document number C2001 4650,"Commission Decision.  of 28 December 2001.  amending Decision 97232EC drawing up lists of third countries from which the Member States authorise imports of sheep and goats.  notified under document number C2001 4650.  Text with EEA relevance.  20023EC.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Directive 72462EEC1 of 12 December 1972 on health and veterinary inspection problems upon importation of bovine ovine and caprine animals and swine fresh meat and meat products from third countries as last amended by Regulation EC No 145220012 and in particular Article 31 and Article 8 thereof Whereas 1 Council Directive 9168EEC3 as last amended by Commission Decision 200110EC4 lays down the animal health conditions governing intra-Community trade in ovine and caprine animals.  2 Commission Decision 97232EC5 as last amended by Decision 2001600EC6 draws up lists of third countries from which Member States authorise imports of sheep and goats.  3 In Romania Brucellosis melitensis has been a notifiable disease for at least five years no case has been officially confirmed for at least five years and vaccination has been banned for at least three years.  therefore this country complies with the requirements laid down in Annex A Chapter 1. II1b to Directive 9168EEC.  4 Following a Commission mission carried out in July 2001 it appears that the controls by the competent veterinary services of Romania and the animal health situation with regard to Brucella melitensis are satisfactory.  5 Furthermore Romania undertakes to comply with Annex A Chapter 1. II2 to Directive 9168EEC and therefore sheep and goats introduced onto holdings in Romania must comply with the conditions laid down in Annex A Chapter 1. I. D to Directive 9168EEC.  6 Romania therefore satisfies the conditions to be recognised as officially free of Brucellosis melitensis and Decision 97232EC must be amended accordingly.  7 The measures provided for in this Decision are in accordance with the opinion of the Standing Veterinary Committee HAS ADOPTED THIS DECISION Article 1.  PART 5 of the Annex to Decision 97232EC is replaced by the Annex to this Decision.  Article 2.  This Decision shall apply from 1 January 2002.  Article 3.  This Decision is addressed to the Member States.   "
jrc32002D0007-en,2002/7/EC: Commission Decision of 28 December 2001 amending Decision 98/371/EC as regards the animal health certificate for certain imports of fresh meat Text with EEA relevance notified under document number C2001 4666,"Commission Decision.  of 28 December 2001.  amending Decision 98371EC as regards the animal health certificate for certain imports of fresh meat.  notified under document number C2001 4666.  Text with EEA relevance.  20027EC.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Directive 72462EEC of 12 December 1972 on health and veterinary inspection problems upon importation of bovine ovine and caprine animals and swine fresh meat and meat products from third countries1 as last amended by Regulation EC No 145220012 and in particular Article 222 thereof Whereas 1 The animal health conditions and veterinary certification for the importation of fresh meat from certain European countries were established by Commission Decision 98371EC3 concerning the animal health conditions and veterinary certification for imports of fresh meat from certain European countries as last amended by Decision 2001774EC4.  2 Article 141 of Directive 72462EEC provides that meat intended for export to the Community must come from animals which have stayed for a three-month period prior to their slaughter in one of the countries or territories thereof that are approved for imports to the Community.  3 It is appropriate in the case of equine animals to consider that requirement to be met if the animals have stayed for three months at least either in the country of slaughter or in another country approved for the same purpose provided that appropriate certification is given.  4 The relevant model certificate annexed to Decision 98371EC must therefore be amended accordingly.  5 The measures provided for in this Decision are in accordance with the opinion of the Standing Veterinary Committee HAS ADOPTED THIS DECISION Article 1.  Annex III to Decision 98371EC is amended in accordance with the Annex to this Decision.  Article 2.  This Decision shall apply from 1 January 2002.  Article 3.  This Decision is addressed to the Member States.   "
jrc32002D0464-en,2002/464/EC: Commission Decision of 13 June 2002 amending Decision 97/222/EC laying down the list of third countries from which the Member States authorise the importation of meat products as regards Argentina Chile and Uruguay Text with EEA relevance notified under document number C2002 2100,"Commission Decision.  of 13 June 2002.  amending Decision 97222EC laying down the list of third countries from which the Member States authorise the importation of meat products as regards Argentina Chile and Uruguay.  notified under document number C2002 2100.  Text with EEA relevance.  2002464EC.  THE COMMISSION OF THE EUROPEAN COMMUNITIES Having regard to the Treaty establishing the European Community Having regard to Council Directive 72462EEC of 12 December 1972 on health and veterinary inspection problems upon importation of bovine ovine and caprine animals and swine fresh meat or meat products from third countries1 as last amended by Council Regulation EC No 145220012 and in particular Article 21a 2 thereof Whereas 1 Commission Decision 97222EC3 as last amended by Decision 2002184EC4 lays down the list of third countries from which the Member States authorise the importation of meat products.  2 The epidemiological situation of foot-and-mouth disease in Argentina has been clarified in respect of the provinces of Chubut Santa Cruz and Tierra del Fuego and Commission Decision 93402EEC5 as last amended by Decision 2002338EC6 authorises the importation of bone-in ovine caprine and bovine fresh meat from animals originating from these provinces.  3 The list of third countries from which the Member States authorise the importation of meat products laid down in Commission Decision 97222EC must be updated with a view to introduce the relevant territories regionalised in Argentina and in addition for Argentina Chile and Uruguay to take into account the health situation in order to be consistent with the EC rules for import of fresh meat as relevant for the different treatment categories of meat products.  Decision 97222EC should be amended accordingly.  4 The measures provided for in this Decision are in accordance with the opinion of the Standing Committee on the Food Chain and Animal Health HAS ADOPTED THIS DECISION Article 1.  1.  Annex Part I to Decision 97222EC is replaced by Annex I to this Decision.  2.  Annex Part II to Decision 97222EC is replaced by Annex II to this Decision.  Article 2.  This Decision is addressed to the Member States.   "
